Max, 9625, Obj, 375, Reliability, 93.33334%, HowOften, 28, When, 75.17857
Generation, Min, Avg, Max, Obj
210, 9624.233, 9624.248, 9624.267, 375.7333
211, 9624.233, 9624.252, 9624.267, 375.7333
212, 9624.233, 9624.256, 9624.267, 375.7333
213, 9624.233, 9624.261, 9624.267, 375.7333
214, 9624.233, 9624.266, 9624.267, 375.7333
215, 9624.267, 9624.267, 9624.267, 375.7333
216, 9624.267, 9624.267, 9624.3, 375.7
217, 9624.267, 9624.267, 9624.3, 375.7
218, 9624.267, 9624.267, 9624.3, 375.7
219, 9624.267, 9624.267, 9624.3, 375.7
220, 9624.267, 9624.267, 9624.3, 375.7
221, 9624.267, 9624.267, 9624.3, 375.7
222, 9624.267, 9624.267, 9624.3, 375.7
223, 9624.267, 9624.267, 9624.3, 375.7
224, 9624.267, 9624.267, 9624.3, 375.7
225, 9624.267, 9624.267, 9624.3, 375.7
226, 9624.267, 9624.267, 9624.3, 375.7
227, 9624.267, 9624.267, 9624.3, 375.7
228, 9624.267, 9624.267, 9624.3, 375.7
229, 9624.267, 9624.267, 9624.3, 375.7
230, 9624.267, 9624.267, 9624.3, 375.7
231, 9624.267, 9624.267, 9624.3, 375.7
232, 9624.267, 9624.267, 9624.3, 375.7
233, 9624.267, 9624.267, 9624.3, 375.7
234, 9624.267, 9624.268, 9624.3, 375.7
235, 9624.267, 9624.268, 9624.3, 375.7
236, 9624.267, 9624.268, 9624.3, 375.7
237, 9624.267, 9624.269, 9624.3, 375.7
238, 9624.267, 9624.269, 9624.3, 375.7
239, 9624.267, 9624.269, 9624.3, 375.7
240, 9624.267, 9624.269, 9624.3, 375.7
241, 9624.267, 9624.269, 9624.3, 375.7
242, 9624.267, 9624.269, 9624.3, 375.7
243, 9624.267, 9624.269, 9624.3, 375.7
244, 9624.267, 9624.269, 9624.3, 375.7
245, 9624.267, 9624.269, 9624.3, 375.7
246, 9624.267, 9624.27, 9624.3, 375.7
247, 9624.267, 9624.271, 9624.3, 375.7
248, 9624.267, 9624.271, 9624.3, 375.7
249, 9624.267, 9624.271, 9624.3, 375.7
250, 9624.267, 9624.272, 9624.3, 375.7
251, 9624.267, 9624.274, 9624.3, 375.7
252, 9624.267, 9624.275, 9624.3, 375.7
253, 9624.267, 9624.277, 9624.3, 375.7
254, 9624.267, 9624.277, 9624.3, 375.7
255, 9624.267, 9624.279, 9624.3, 375.7
256, 9624.267, 9624.281, 9624.3, 375.7
257, 9624.267, 9624.285, 9624.3, 375.7
258, 9624.267, 9624.287, 9624.3, 375.7
259, 9624.267, 9624.292, 9624.3, 375.7
260, 9624.267, 9624.296, 9624.3, 375.7
261, 9624.3, 9624.3, 9624.3, 375.7
262, 9624.3, 9624.3, 9624.3, 375.7
263, 9624.3, 9624.3, 9624.3, 375.7
264, 9624.3, 9624.3, 9624.3, 375.7
265, 9624.3, 9624.3, 9624.3, 375.7
266, 9624.3, 9624.3, 9624.3, 375.7
267, 9624.3, 9624.3, 9624.3, 375.7
268, 9624.3, 9624.3, 9624.3, 375.7
269, 9624.3, 9624.3, 9624.3, 375.7
270, 9624.3, 9624.3, 9624.3, 375.7
271, 9624.3, 9624.3, 9624.3, 375.7
272, 9624.3, 9624.3, 9624.3, 375.7
273, 9624.3, 9624.3, 9624.3, 375.7
274, 9624.3, 9624.3, 9624.3, 375.7
275, 9624.3, 9624.3, 9624.3, 375.7
276, 9624.3, 9624.3, 9624.3, 375.7
277, 9624.3, 9624.3, 9624.3, 375.7
278, 9624.3, 9624.3, 9624.3, 375.7
279, 9624.3, 9624.3, 9624.3, 375.7
280, 9624.3, 9624.3, 9624.3, 375.7
281, 9624.3, 9624.3, 9624.3, 375.7
282, 9624.3, 9624.3, 9624.3, 375.7
283, 9624.3, 9624.3, 9624.3, 375.7
284, 9624.3, 9624.3, 9624.3, 375.7
285, 9624.3, 9624.3, 9624.3, 375.7
286, 9624.3, 9624.3, 9624.3, 375.7
287, 9624.3, 9624.3, 9624.3, 375.7
288, 9624.3, 9624.3, 9624.3, 375.7
289, 9624.3, 9624.3, 9624.3, 375.7
290, 9624.3, 9624.3, 9624.3, 375.7
291, 9624.3, 9624.3, 9624.3, 375.7
292, 9624.3, 9624.3, 9624.3, 375.7
293, 9624.3, 9624.3, 9624.3, 375.7
294, 9624.3, 9624.3, 9624.3, 375.7
295, 9624.3, 9624.3, 9624.3, 375.7
296, 9624.3, 9624.3, 9624.3, 375.7
297, 9624.3, 9624.3, 9624.3, 375.7
298, 9624.3, 9624.3, 9624.3, 375.7
299, 9624.3, 9624.3, 9624.3, 375.7
300, 9624.3, 9624.3, 9624.3, 375.7
301, 9624.3, 9624.3, 9624.3, 375.7
302, 9624.3, 9624.3, 9624.3, 375.7
303, 9624.3, 9624.3, 9624.3, 375.7
304, 9624.3, 9624.3, 9624.3, 375.7
305, 9624.3, 9624.3, 9624.3, 375.7
306, 9624.3, 9624.3, 9624.3, 375.7
307, 9624.3, 9624.301, 9624.5, 375.5
308, 9624.3, 9624.301, 9624.5, 375.5
309, 9624.3, 9624.301, 9624.5, 375.5
310, 9624.3, 9624.301, 9624.5, 375.5
311, 9624.3, 9624.301, 9624.5, 375.5
312, 9624.3, 9624.301, 9624.5, 375.5
313, 9624.3, 9624.301, 9624.5, 375.5
314, 9624.3, 9624.301, 9624.5, 375.5
315, 9624.3, 9624.301, 9624.5, 375.5
316, 9624.3, 9624.301, 9624.5, 375.5
317, 9624.3, 9624.301, 9624.5, 375.5
318, 9624.3, 9624.301, 9624.5, 375.5
319, 9624.3, 9624.301, 9624.5, 375.5
320, 9624.3, 9624.301, 9624.5, 375.5
321, 9624.3, 9624.301, 9624.5, 375.5
322, 9624.3, 9624.301, 9624.5, 375.5
323, 9624.3, 9624.301, 9624.5, 375.5
324, 9624.3, 9624.301, 9624.5, 375.5
325, 9624.3, 9624.301, 9624.5, 375.5
326, 9624.3, 9624.301, 9624.5, 375.5
327, 9624.3, 9624.301, 9624.5, 375.5
328, 9624.3, 9624.302, 9624.533, 375.4667
329, 9624.3, 9624.302, 9624.533, 375.4667
330, 9624.3, 9624.302, 9624.533, 375.4667
331, 9624.3, 9624.302, 9624.533, 375.4667
332, 9624.3, 9624.302, 9624.533, 375.4667
333, 9624.3, 9624.302, 9624.533, 375.4667
334, 9624.3, 9624.302, 9624.533, 375.4667
335, 9624.3, 9624.302, 9624.533, 375.4667
336, 9624.3, 9624.302, 9624.533, 375.4667
337, 9624.3, 9624.302, 9624.533, 375.4667
338, 9624.3, 9624.302, 9624.533, 375.4667
339, 9624.3, 9624.302, 9624.533, 375.4667
340, 9624.3, 9624.302, 9624.533, 375.4667
341, 9624.3, 9624.302, 9624.533, 375.4667
342, 9624.3, 9624.302, 9624.533, 375.4667
343, 9624.3, 9624.302, 9624.533, 375.4667
344, 9624.3, 9624.302, 9624.533, 375.4667
345, 9624.3, 9624.302, 9624.533, 375.4667
346, 9624.3, 9624.302, 9624.533, 375.4667
347, 9624.3, 9624.302, 9624.533, 375.4667
348, 9624.3, 9624.302, 9624.533, 375.4667
349, 9624.3, 9624.302, 9624.533, 375.4667
350, 9624.3, 9624.302, 9624.533, 375.4667
351, 9624.3, 9624.302, 9624.533, 375.4667
352, 9624.3, 9624.302, 9624.533, 375.4667
353, 9624.3, 9624.302, 9624.533, 375.4667
354, 9624.3, 9624.303, 9624.533, 375.4667
355, 9624.3, 9624.303, 9624.533, 375.4667
356, 9624.3, 9624.304, 9624.533, 375.4667
357, 9624.3, 9624.304, 9624.533, 375.4667
358, 9624.3, 9624.304, 9624.533, 375.4667
359, 9624.3, 9624.304, 9624.533, 375.4667
360, 9624.3, 9624.304, 9624.533, 375.4667
361, 9624.3, 9624.304, 9624.533, 375.4667
362, 9624.3, 9624.304, 9624.533, 375.4667
363, 9624.3, 9624.304, 9624.533, 375.4667
364, 9624.3, 9624.304, 9624.533, 375.4667
365, 9624.3, 9624.304, 9624.533, 375.4667
366, 9624.3, 9624.306, 9624.533, 375.4667
367, 9624.3, 9624.306, 9624.533, 375.4667
368, 9624.3, 9624.306, 9624.533, 375.4667
369, 9624.3, 9624.306, 9624.533, 375.4667
370, 9624.3, 9624.306, 9624.533, 375.4667
371, 9624.3, 9624.309, 9624.533, 375.4667
372, 9624.3, 9624.309, 9624.533, 375.4667
373, 9624.3, 9624.309, 9624.533, 375.4667
374, 9624.3, 9624.309, 9624.533, 375.4667
375, 9624.3, 9624.309, 9624.533, 375.4667
376, 9624.3, 9624.311, 9624.533, 375.4667
377, 9624.3, 9624.313, 9624.533, 375.4667
378, 9624.3, 9624.313, 9624.533, 375.4667
379, 9624.3, 9624.314, 9624.533, 375.4667
380, 9624.3, 9624.316, 9624.533, 375.4667
381, 9624.3, 9624.316, 9624.533, 375.4667
382, 9624.3, 9624.317, 9624.533, 375.4667
383, 9624.3, 9624.321, 9624.533, 375.4667
384, 9624.3, 9624.324, 9624.533, 375.4667
385, 9624.3, 9624.327, 9624.533, 375.4667
386, 9624.3, 9624.333, 9624.533, 375.4667
387, 9624.3, 9624.334, 9624.533, 375.4667
388, 9624.3, 9624.337, 9624.533, 375.4667
389, 9624.3, 9624.345, 9624.533, 375.4667
390, 9624.3, 9624.353, 9624.533, 375.4667
391, 9624.3, 9624.357, 9624.533, 375.4667
392, 9624.3, 9624.364, 9624.533, 375.4667
393, 9624.3, 9624.369, 9624.533, 375.4667
394, 9624.3, 9624.372, 9624.533, 375.4667
395, 9624.3, 9624.386, 9624.533, 375.4667
396, 9624.3, 9624.396, 9624.533, 375.4667
397, 9624.3, 9624.417, 9624.533, 375.4667
398, 9624.3, 9624.429, 9624.533, 375.4667
399, 9624.3, 9624.45, 9624.533, 375.4667
